Gene	Papio anubis FC	Papio anubis P-value	Papio anubis Q-value	Gorilla gorilla FC	Gorilla gorilla P-value	Gorilla gorilla Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value	Saimiri boliviensis boliviensis FC	Saimiri boliviensis boliviensis P-value	Saimiri boliviensis boliviensis Q-value	Pongo abelii FC	Pongo abelii P-value	Pongo abelii Q-value	Pan paniscus FC	Pan paniscus P-value	Pan paniscus Q-value	Pan troglodytes FC	Pan troglodytes P-value	Pan troglodytes Q-value	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca nemestrina FC	Macaca nemestrina P-value	Macaca nemestrina Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value
ENSG00000181104	0.010822074	0.971943203	1	-3.365837228	7.96E-34	1.01E-31	-0.61228294	7.18E-17	2.76E-15	-0.605288906	0.240626684	0.467508119	-0.945672066	0.002515859	0.017401073	-3.184426818	8.24E-20	3.45E-18	-1.947647151	1.19E-11	2.72E-10	-2.082250472	0.000602705	0.004034826	-0.146286481	0.387920724	0.733712084	-0.351676721	0.219474998	0.575694875
ENSG00000164251	1.217690614	0.002278035	0.00994968	-0.965566324	0.054359447	0.187132595	0.86092857	2.18E-05	0.00020718	0.01586375	0.979838243	1	1.890685709	3.78E-05	0.000480501	-1.060460939	0.027652343	0.09653532	1.420007213	2.13E-05	0.00016848	-0.542705491	0.453002686	0.748683745	-0.366308025	0.342254911	0.67448819	0.007733774	0.981081292	1
ENSG00000132406	0.951759134	1.59E-10	2.81E-09	0.521229861	0.003201689	0.018722122	0.109124573	0.368209989	0.716360052	0.301462262	0.032012043	0.094773141	0.470050845	0.078292695	0.26035623	0.297037585	0.075601779	0.214272967	0.26459583	0.227813621	0.489845322	0.619679936	0.021681452	0.08229011	-0.028444906	0.883121839	1	0.195029944	0.12484422	0.405752068
ENSG00000145708	1.053688187	0.114799272	0.271006925	-0.110375312	0.919922684	1	-1.615580352	0.373668923	0.718181278	1.498260864	0.258149308	0.493351442	0.340773117	0.795010226	1	0.031121926	1	1	2.78066947	0.017306904	0.061890377	-0.634617848	0.686186966	0.965040731	-0.516611581	0.701256582	1	-1.99263793	0.030319787	0.148649644
ENSG00000144837	0.363851047	0.678895073	0.959565366	4.993671035	5.60E-13	2.04E-11	1.01867623	6.99E-09	1.26E-07	4.412848273	1.92E-05	0.000144342	2.433996813	1.72E-05	0.00024057	8.256694754	2.69E-14	7.46E-13	5.194871244	3.86E-32	3.69E-30	5.824919208	1.49E-11	3.96E-10	0.366703469	0.446170746	0.805908841	-0.424417928	0.657306615	1
ENSG00000134508	1.11309911	3.47E-05	0.000240532	0.708779043	0.020202722	0.085574779	-0.488287188	0.22482951	0.513650831	-0.371687842	0.22621697	0.445845096	0.87397857	0.00039795	0.003728955	0.312358421	0.004453222	0.020969759	0.03600472	0.875915464	1	0.445819223	0.087914058	0.243543697	0.673187236	0.015836913	0.0682125	0.448436843	0.082958372	0.307118243
ENSG00000131711	-1.513679497	7.59E-25	5.13E-23	-0.813908002	0.000184636	0.001595262	-0.729469899	9.91E-18	4.00E-16	-0.807790897	3.73E-08	4.46E-07	-0.957870896	0.000238395	0.002392164	-1.216027292	8.20E-24	4.45E-22	-0.677329618	0.000122395	0.000809472	-0.741698672	0.028078692	0.101079187	-0.674674649	1.45E-07	2.97E-06	-0.676392052	4.08E-05	0.000687339
ENSG00000112769	-0.538036385	0.018779114	0.061776967	-0.245831124	0.55156626	0.921015393	-1.00058471	4.44E-05	0.000388437	-0.654093495	9.07E-10	1.39E-08	-0.219009678	0.569051976	0.943683449	0.470916705	0.006048777	0.027076583	-0.027927651	0.884100949	1	-0.456007213	0.03939556	0.13171073	-0.298197685	0.033620779	0.123758634	-0.674632673	0.010625276	0.067256003
ENSG00000113048	-0.664762152	1.41E-10	2.52E-09	-0.387973135	0.001537071	0.010007051	0.294170324	0.040083941	0.139860261	0.582437665	3.95E-10	6.32E-09	-0.386894803	0.015956628	0.077650512	-0.323236001	0.002876804	0.014487354	-0.218775201	0.005828085	0.024298025	-0.192010126	0.183618795	0.412080817	-0.446398933	0.001193974	0.008064346	-0.25485233	0.049789921	0.2135749
ENSG00000101782	0.642294144	0.00010994	0.000672416	-0.153457625	0.376598977	0.729036982	-0.044391899	0.512488101	0.88100238	-0.086153516	0.425285678	0.702194718	-0.024702542	0.857281346	1	-0.431112588	0.018853673	0.070207614	0.114446788	0.295487215	0.584686925	0.454699541	0.038130726	0.128638967	0.251181482	0.026447579	0.102432204	0.508639454	2.25E-06	5.55E-05
ENSG00000173212	0.691252315	0.002494368	0.010815157	0.895136643	0.031413041	0.122017316	-0.01954389	0.984920268	1	0	1	1	0.081965817	0.96826876	1	1.640327295	2.32E-06	2.41E-05	1.663560881	2.70E-27	2.12E-25	-0.142491989	0.86561976	1	0.091999824	0.839790916	1	0.244261459	0.414728498	0.808475183
ENSG00000178175	4.191300118	0.01167141	0.041082979	1.383130319	0.040175156	0.148231187	-0.454891414	0.915753845	1	6.019460741	1.11E-07	1.24E-06	0	1	1	1.68018417	0.065404459	0.190982473	-1.13240228	0.048656147	0.145809961	-0.683878594	0.716645355	0.989581356	0.227455158	0.749217415	1	-0.102578037	0.955309681	1
ENSG00000168826	0.630814771	0.00266798	0.011451997	0.431735751	0.051669031	0.180233391	0.163470093	0.414840974	0.772694983	0.625026548	0.000158895	0.000978305	0.724147634	0.031298446	0.132539007	0.486502037	0.091724121	0.249187219	0.368494216	0.01416608	0.052091824	0.720012292	0.011957742	0.051416726	0.232740775	0.369068729	0.709700456	0.441361869	0.013656943	0.081450808
ENSG00000168824	-0.993383563	0.001254689	0.005898638	-0.703265149	0.389349342	0.74598959	0.102622909	0.646752513	1	0.026059619	0.952066935	1	-1.332148771	0.020085757	0.093525598	0.913417201	0.274791097	0.561544725	0.396702614	0.466201926	0.81491826	-0.73452641	0.486103683	0.784053603	-0.810697563	0.001265063	0.008459706	-0.656685566	6.15E-08	2.35E-06
ENSG00000168818	0.368542298	0.001479508	0.006820829	0.557511281	9.32E-05	0.000877861	-0.158965336	0.072370118	0.223093388	1.385382635	3.08E-17	9.86E-16	0.082806696	0.60938645	0.982642416	0.562591779	0.00028119	0.00190326	0.099790971	0.385786994	0.712820108	0.245465482	0.262903921	0.525154048	0.054095404	0.699140472	1	-0.008608656	0.950626177	1
ENSG00000163132	0.998769986	2.03E-13	5.21E-12	1.821125443	1.13E-18	7.19E-17	-0.61933445	0.064291856	0.204143987	3.927589824	5.54E-30	3.61E-28	1.574175406	2.91E-09	8.74E-08	1.080206699	5.54E-09	8.59E-08	-0.027212048	0.930314809	1	1.773588583	0.001578534	0.009314251	0.760006292	2.20E-07	4.36E-06	0.393398932	0.033221176	0.15908466
ENSG00000083312	-0.481185058	4.61E-05	0.000310706	-0.168139665	0.393758856	0.751823254	-0.151715946	0.046853838	0.158693241	0.761271095	3.98E-07	4.05E-06	-0.003438036	0.977516325	1	-0.218299379	0.197815778	0.439485403	0.03440474	0.648719357	0.98751493	-0.191473604	0.353529288	0.635572045	-0.342044865	0.001657122	0.010602331	-0.117560304	0.463291847	0.860154207
ENSG00000170891	-2.223908914	6.64E-06	5.37E-05	-1.500032824	0.014578452	0.065592346	5.13E-15	1	1	0	1	1	-1.308670791	5.14E-05	0.000628758	-1.071841202	0.002424647	0.012485387	-0.904630684	0.011669065	0.044188303	-0.345205416	0.725409989	0.995367954	-1.598840912	0.03371419	0.123971249	-1.58396068	0.00561702	0.041185426
ENSG00000163393	-0.187257823	0.14760621	0.327590656	0.391260225	0.194072514	0.479086313	0.349395783	0.013728367	0.057947069	-0.089375908	0.749871055	1	0.180254489	0.333368364	0.689529411	-0.286399726	0.098708262	0.263732021	0.122821808	0.245699438	0.518650951	0.548478888	0.118128048	0.302450787	-0.607141721	0.001178739	0.007987401	-0.09805486	0.376271088	0.769611812
ENSG00000118729	0.761599534	0.114621114	0.270699586	-1.432485118	0.110569954	0.319071173	-0.50403944	0.302943635	0.624233591	-0.966395636	0.0123141	0.043099349	1.073788902	0.186666117	0.47489448	-0.470384431	0.507268338	0.855069987	0.244001812	0.644469795	0.98751493	0	1	1	1.247628466	0.017124239	0.072558919	0.397326404	0.397242115	0.794042523
ENSG00000157111	6.324974673	5.51E-50	1.00E-47	3.40036365	1.09E-29	1.24E-27	1.276652831	0.001869993	0.010596138	2.478245968	0.050002446	0.136142477	2.348658426	7.17E-07	1.36E-05	3.34836729	3.97E-48	4.83E-46	2.28613367	1.16E-18	5.33E-17	4.19593759	3.45E-19	1.75E-17	6.714115337	3.79E-09	1.06E-07	2.105418721	0.040925485	0.185549511
ENSG00000164325	0	1	1	0	1	1	5.13E-15	1	1	0	1	1	0	1	1	0	1	1	0.04659954	1	1	0	1	1	0	1	1	0	1	1
ENSG00000010810	0.18761339	0.313573793	0.566548889	0.430156865	0.012432779	0.05746683	-0.447963122	7.66E-07	9.91E-06	1.31897008	6.08E-11	1.08E-09	1.144964341	1.34E-15	9.15E-14	0.384769379	0.003959067	0.01900702	0.538758176	3.96E-09	6.47E-08	0.491105899	0.048431792	0.154960189	0.352080193	0.05727706	0.188075005	-0.037177262	0.790185778	1
ENSG00000120158	0.162616077	0.213477281	0.432835089	0.092352927	0.612873341	0.98246313	0.303878831	0.025911164	0.097856661	1.377766295	7.09E-17	2.18E-15	0.541882088	0.002152401	0.015302459	0.604520847	0.001715708	0.009258746	0.64090892	7.76E-06	6.83E-05	0.219022418	0.353976181	0.636085254	-0.06878385	0.74109897	1	0.077850993	0.472250987	0.871090063
ENSG00000173218	0.365275258	0.011571526	0.04079844	-0.144807154	0.435991492	0.804711445	-0.163541622	0.146670839	0.381316163	0.15159069	0.485132237	0.772183492	0.335773499	0.009638809	0.051828935	0.171168608	0.366740402	0.683858011	-0.0874053	0.341016178	0.649116832	0.093003831	0.525618233	0.825815824	0.553446542	0.007138738	0.035769124	0.142120746	0.208345443	0.556754748
ENSG00000173040	-0.007699037	0.96150707	1	0.396399906	0.022092859	0.092020742	-0.014028311	0.890450773	1	-0.126653668	0.672284231	0.946972565	0.073000285	0.727236548	1	0.572178185	0.001235779	0.006976758	0.782556002	2.35E-07	2.85E-06	0.758883615	0.000884477	0.005614038	0.407251535	0.003587004	0.020232291	0.429023418	8.50E-05	0.001281372
ENSG00000141458	-0.620940775	2.37E-08	3.05E-07	0.216563563	0.060212895	0.202760788	-0.406615277	2.53E-10	5.62E-09	-0.230900717	0.042550992	0.119550682	-0.149802365	0.386668179	0.749872947	0.176290844	0.313758077	0.609722705	0.47219826	1.85E-06	1.86E-05	0.482602372	0.001123169	0.006930372	-0.112604084	0.6154779	0.970255452	-0.088146495	0.338939787	0.725646
ENSG00000009413	-0.269816891	0.150422507	0.332225644	0.284024856	0.370507953	0.720334232	-0.281400979	0.014142469	0.059361296	-0.553709959	0.014596034	0.049646895	0.313795011	0.025449539	0.112636446	0.993902694	1.14E-09	1.95E-08	0.658086146	1.67E-12	4.30E-11	0.007532151	0.976088686	1	-0.393223457	0.027254561	0.104876276	-0.143957453	0.135878155	0.426499445
ENSG00000154065	-0.700241691	0.035746631	0.105593311	-0.141398863	0.860613128	1	-0.262443402	0.65550708	1	-0.721586089	0.129224685	0.291575763	-0.575726708	0.142929962	0.398025392	-0.744164095	0.008905589	0.03769059	-0.757502438	0.003670041	0.01631161	-0.329374512	0.230020821	0.479562986	-1.591999995	3.12E-08	7.39E-07	-0.325596657	0.213031132	0.563935156
ENSG00000107036	0.40234465	0.001432039	0.006631966	-0.16074407	0.202754059	0.49391579	0.007562709	0.918781548	1	-0.938476287	4.03E-07	4.09E-06	-0.314941204	0.036976902	0.150731513	-0.106921374	0.394837196	0.718343638	-0.202790013	0.030990132	0.10070032	-0.024744814	0.877672608	1	0.135863034	0.295283439	0.620547307	0.21799843	0.00407306	0.031881009
ENSG00000072840	-0.394904962	0.001247274	0.005868928	-0.220698335	0.189516873	0.470956313	-0.313309141	0.005415652	0.026335695	-0.258353281	0.047814771	0.131316984	0.172443644	0.26052227	0.583100888	0.104154551	0.421484362	0.749661848	0.29799958	0.000702237	0.00382576	0.536848964	0.004081675	0.020974741	-0.419058542	0.001739022	0.011052957	-0.423432875	1.19E-05	0.000240298
ENSG00000112394	-1.491776195	0.380591571	0.643145142	2.691350277	0.031371909	0.121879583	0.261337486	0.368217635	0.716360052	-0.61916522	0.285748128	0.531147242	0	1	1	1.237093276	0.682631648	1	-1.425953363	0.517515483	0.853261365	0.492994386	0.642734635	0.92519601	-0.923066882	0.321455781	0.64819166	0.055821139	0.71917193	1
ENSG00000174326	-1.581518857	0.558753123	0.8365796	0	1	1	-0.126231847	0.869557875	1	-0.812029714	1	1	0.991476526	1	1	1.901503007	0.295359222	0.583066219	-0.999234594	0.312488785	0.608020197	-1.829577876	0.319254929	0.594037614	-0.829523018	0.565208639	0.91931631	0.576378826	0.608267515	0.976596221
ENSG00000183354	-0.023141376	0.843462485	1	0.136550919	0.457698492	0.831347836	-0.188008033	0.073918061	0.22673886	-0.304433416	0.001833932	0.008520208	0.146309417	0.345988672	0.701084414	0.012039077	0.945569175	1	-0.091118824	0.24265932	0.514226458	-0.294151565	0.160920571	0.375646575	-0.257852996	0.187647305	0.457222977	-0.025165591	0.769321899	1
ENSG00000155111	0.011885734	0.949756118	1	-0.451571307	0.064191995	0.212594547	-0.128658426	0.183942923	0.444911818	-0.787217166	4.94E-08	5.85E-07	-0.460454068	0.001403576	0.01069866	-0.498568034	0.001926474	0.010251456	-0.721302133	3.67E-10	6.92E-09	-1.610794305	5.43E-11	1.34E-09	-0.30110155	0.008799544	0.042537927	-0.297727894	0.00572742	0.041902465
ENSG00000147854	0.463668998	0.008755499	0.032117491	0.108809351	0.557640201	0.923961234	0.02403938	0.730090567	1	-0.225701688	0.006128199	0.024128	0.563543747	2.29E-05	0.000310246	0.501052639	0.000387321	0.002531974	0.058694438	0.626962351	0.969991932	0.335152582	0.15332261	0.363110797	-0.274390757	0.082641652	0.249780593	0.141879501	0.148148325	0.451073489
ENSG00000178445	0.272561846	0.50927565	0.795346347	-0.201250735	0.759489651	1	-0.65756664	0.131184202	0.352413914	-1.484770961	0.008143861	0.030561269	0.484816934	0.557871509	0.941171242	1.549040918	0.001360816	0.007574894	0.345068025	0.396266431	0.726361449	-0.037351476	0.977434566	1	-0.078441171	0.702757359	1	-0.288748879	0.366910746	0.759742619
ENSG00000004809	-0.125597065	0.848719734	1	-1.512002515	0.554241098	0.921015393	5.13E-15	1	1	1.960458391	0.29665332	0.537431591	2.282157694	0.156119826	0.421746972	0	1	1	0.948691853	1	1	0.699745248	0.715178906	0.988041148	1.450659453	0.134439074	0.359930301	-0.09687063	0.951148379	1
ENSG00000053747	-1.085565514	1.47E-05	0.000110558	-0.795117181	0.046147016	0.165209547	4.157839984	2.85E-36	2.32E-34	-1.214218869	9.76E-06	7.72E-05	0.15858087	0.670606226	1	0.759137875	0.056237349	0.169607264	2.002926455	4.32E-17	1.77E-15	1.049272467	0.00352204	0.018623518	-0.861603706	0.166710336	0.42063665	-0.592678713	0.000180009	0.00243408
ENSG00000203797	4.146836952	5.37E-08	6.49E-07	3.688274481	7.15E-06	8.80E-05	-1.995376512	0.002589312	0.014054053	1.329262407	0.000185163	0.001119397	3.251764423	9.06E-11	3.47E-09	4.970683236	8.02E-15	2.33E-13	7.220176445	1.02E-14	3.26E-13	3.571970681	2.50E-12	7.18E-11	3.013224167	3.29E-05	0.000368864	0.692064551	0.551930086	0.930901941
ENSG00000153707	-0.819440958	2.17E-08	2.82E-07	0.077808554	0.956091264	1	-1.261856996	0.000950959	0.005861332	-3.60063096	0.032656574	0.096444416	-0.573904878	0.269205483	0.59696572	1.855825464	0.224596535	0.482315414	0.025457261	1	1	0.507148374	0.261351199	0.523286719	-0.453019916	0.632567637	0.984501935	-0.318500355	0.250111765	0.620703156
ENSG00000168438	0.177887076	0.1264761	0.292013075	0.249211757	0.057640443	0.195688256	0.317363998	0.000325502	0.002287234	0.233380148	0.086393039	0.213027714	0.042718523	0.754297502	1	0.361074826	0.015474932	0.059691455	0.218469581	0.004544612	0.019666453	0.232473424	0.093944106	0.255501381	0.473235611	0.004321916	0.023494647	0.329046789	0.007131676	0.049771761
ENSG00000168234	-0.543855997	0.014164824	0.048516617	-0.283842896	0.143299728	0.385023933	2.421981444	1.43E-101	2.64E-99	0.160727258	0.425987218	0.702811489	-0.33596531	0.153276184	0.417263204	-0.484425789	0.001608397	0.008766537	0.000883786	0.998337598	1	-0.335934821	0.084004923	0.235391479	-0.601301978	0.001343881	0.008912504	-0.594828181	0.000694493	0.007532224
ENSG00000112290	-0.594540782	1.33E-05	0.000100679	-0.371989418	0.027382283	0.109345906	-0.562386966	5.74E-05	0.000488815	-0.946748592	0.001200153	0.005868395	-0.593920565	0.000596446	0.005266831	-0.594602113	0.001215187	0.006875273	-0.346499899	0.003464191	0.01550515	-0.263725401	0.138081379	0.337528452	-0.147143345	0.313469216	0.647867432	0.123981475	0.353752507	0.743559299
ENSG00000112367	-0.842065817	3.08E-08	3.89E-07	-0.923005012	5.89E-07	9.13E-06	-0.229004426	0.046834032	0.158683347	-0.849997665	9.54E-09	1.26E-07	-0.867695844	1.13E-05	0.000164354	-1.118279847	1.09E-13	2.87E-12	-1.095235388	2.46E-17	1.03E-15	-0.706583493	1.31E-05	0.000134179	-0.548877448	0.000247256	0.002136639	-0.169714101	0.171217858	0.494777179
ENSG00000188352	-0.834222528	3.86E-09	5.63E-08	-0.726336949	2.73E-07	4.50E-06	-0.227031509	0.03252871	0.118313879	-0.697672175	0.00304094	0.013137214	-0.860863551	8.00E-09	2.21E-07	-0.612198897	3.11E-05	0.00026146	-0.368079736	1.02E-06	1.08E-05	-0.704486755	0.000361581	0.002584858	-0.714919169	2.13E-07	4.24E-06	-0.581534193	6.28E-10	3.56E-08
ENSG00000176142	0.271159981	0.098449271	0.240360759	0.432254788	0.004110849	0.022951528	-0.128316744	0.158457961	0.403954644	0.002650103	0.984961995	1	0.147111928	0.303353884	0.64843125	0.510207943	0.002674765	0.0135936	0.543442183	9.31E-08	1.21E-06	0.267573178	0.225210132	0.472240273	-0.167528509	0.138805633	0.368031609	-0.127921129	0.217258885	0.571410468
ENSG00000171843	-0.00118058	0.991288032	1	0.641625702	0.009832999	0.047402207	0.339658266	0.005429563	0.026385665	-1.395700183	2.76E-10	4.50E-09	0.444576275	0.264429595	0.589046312	1.015699137	1.25E-13	3.26E-12	0.459371013	0.107638516	0.277856861	0.229612295	0.342160504	0.622660245	0.183590501	0.392885768	0.739950231	0.024013521	0.905113679	1
ENSG00000114638	0	1	1	0.360304883	0.524565323	0.906996275	-2.169573089	0.016855462	0.068910975	0.16945916	1	1	0	1	1	0.658393084	0.419491619	0.747366042	-0.121761894	0.813452782	1	-1.413631016	0.274428734	0.54062883	-0.459806391	0.709410578	1	0.281163296	0.897921261	1
ENSG00000155886	-1.579597546	0.015305044	0.051853644	0	1	1	-1.217635567	0.298717567	0.619570792	-0.309000198	0.778570921	1	2.360856373	0.229953527	0.538074841	0.347642972	0.811918736	1	0.088398287	1	1	0.194338618	1	1	-1.918086835	0.016548769	0.070738273	-0.730421324	0.135877104	0.426499445
ENSG00000177076	2.332650185	2.18E-07	2.36E-06	-1.052638477	0.384310099	0.738945576	0.106047395	0.696100572	1	0.122410251	0.499485369	0.788386191	-0.206218618	0.846723241	1	-1.165269104	0.021816551	0.079144741	-0.149071012	0.659850322	0.997471483	-1.258973846	0.010887028	0.047655237	1.202360849	0.003663654	0.020601675	1.4263822	5.67E-05	0.000904395
ENSG00000137145	-0.266344979	0.06631887	0.174979537	0.583002699	0.004848455	0.026317385	-0.16944193	0.031640564	0.115701917	0.396798091	0.00326372	0.013993071	0.711416522	7.74E-05	0.000893698	0.273188276	0.037109408	0.122609717	0.269785153	0.030393388	0.099099079	0.542808418	0.009880524	0.0440421	-0.226023421	0.07542738	0.232579687	0.033358669	0.723733357	1
ENSG00000144847	-2.673273203	0.131608274	0.30097348	-0.330437114	0.717578948	1	1.594959577	0.001729094	0.009903409	-2.063123722	0.063091539	0.164822585	1.897121622	0.106644604	0.324792154	0.649308299	0.773548964	1	0.944064777	0.401247487	0.733200537	1.060869809	1	1	-1.568704027	0.568909171	0.922349906	-1.144019067	0.646964774	0.999107822
ENSG00000141447	-0.646357627	1.14E-08	1.56E-07	0.011559756	0.975356769	1	-0.388872948	8.98E-05	0.000728305	-1.414235679	8.72E-16	2.49E-14	-1.255066863	1.53E-14	9.56E-13	0.245795567	0.112654369	0.291261541	-0.175744518	0.251483501	0.527937649	-0.532142598	0.002584215	0.01424248	-0.713316403	2.29E-08	5.63E-07	-0.17242051	0.110012202	0.373200694
ENSG00000172020	1.565317156	2.12E-05	0.000153997	-2.403220507	0.064654952	0.213732419	-0.797300571	0.039261121	0.137562376	-0.221100673	0.830055963	1	1.929510303	0.196734347	0.490392828	0.420612641	0.729506472	1	-1.541761137	0.068935894	0.194209052	-0.67740893	0.259271036	0.520656197	0.335791661	0.242990154	0.5421609	-0.465089187	0.060703327	0.246544737
ENSG00000181722	0.357623437	0.075754461	0.195374448	0.729859563	0.031336319	0.12178536	-0.714639118	5.55E-08	8.76E-07	-1.527742259	1.07E-12	2.34E-11	1.041213291	0.015856148	0.077272196	-0.330384018	0.340500641	0.647678046	0.353921975	0.088900071	0.23785708	0.218242185	0.591937204	0.878916783	0.459679224	0.009184402	0.043960394	0.087349212	0.66517432	1
ENSG00000173068	0.071025867	0.613202442	0.892692388	-0.22771911	0.234231454	0.538033633	-0.121411548	0.556544276	0.930893936	0.658362412	4.02E-06	3.42E-05	-0.248363906	0.228959211	0.538074841	0.294554224	0.040762109	0.131577461	-0.239686341	0.02746601	0.091314978	-0.859164413	3.65E-05	0.000338898	-0.060787066	0.741985311	1	0.063261128	0.806039047	1
ENSG00000164989	-0.623007607	0.043231946	0.123283857	-0.255509499	0.370933711	0.720862944	0.617212212	0.002565992	0.013934423	-0.948147577	0.002318841	0.010402152	-0.244764941	0.448916923	0.827584254	-0.35492526	0.116653947	0.298955947	-0.916857829	0.000869369	0.004619671	-0.548275002	0.022922529	0.085924594	-0.817208067	0.000240159	0.002086046	-0.228618036	0.337868995	0.724359964
ENSG00000164985	-0.629988094	2.59E-09	3.90E-08	-0.753279117	4.94E-05	0.000498805	-0.369624783	7.23E-06	7.65E-05	-0.673972957	8.20E-12	1.61E-10	-0.303046795	0.234075406	0.543846574	-0.706132602	2.92E-05	0.000247286	-0.807420114	1.19E-20	6.35E-19	-0.934590293	8.56E-06	9.18E-05	-0.694043766	0.000184611	0.001662376	-0.32651337	0.000804449	0.008490006
ENSG00000107242	0.229326749	0.385210562	0.64910787	-1.672904965	0.016710936	0.07326893	1.93124303	0.000374195	0.002589283	-0.517028926	0.357831698	0.618682472	-1.191126733	0.039834652	0.158917737	0.593500268	0.663102652	1	-0.352565684	0.203396842	0.450295768	0.59057008	0.305069285	0.581846568	-0.056699894	0.916914369	1	0.295030067	0.266456159	0.641759801
